,label
632,enhanced
633,enhanced
634,enhanced
635,enhanced
636,enhanced
637,enhanced
638,enhanced
639,enhanced
640,enhanced
641,enhanced
642,enhanced
643,enhanced
644,enhanced
645,enhanced
646,enhanced
647,enhanced
648,enhanced
649,enhanced
650,enhanced
651,enhanced
652,enhanced
653,enhanced
654,enhanced
655,enhanced
656,enhanced
657,enhanced
658,enhanced
659,enhanced
660,enhanced
661,enhanced
662,enhanced
663,enhanced
664,enhanced
665,enhanced
666,enhanced
667,enhanced
668,enhanced
669,enhanced
670,enhanced
671,enhanced
672,enhanced
673,enhanced
674,enhanced
675,enhanced
676,enhanced
677,enhanced
678,enhanced
679,enhanced
680,enhanced
681,enhanced
682,enhanced
683,enhanced
684,enhanced
685,enhanced
686,enhanced
687,enhanced
688,enhanced
689,enhanced
690,enhanced
691,enhanced
692,enhanced
693,enhanced
694,enhanced
695,enhanced
696,enhanced
697,enhanced
698,enhanced
699,enhanced
700,enhanced
701,enhanced
702,enhanced
703,enhanced
704,enhanced
705,sunny
706,enhanced
707,sunny
708,sunny
709,sunny
710,sunny
711,sunny
712,sunny
713,sunny
714,sunny
715,sunny
716,sunny
717,sunny
718,enhanced
719,enhanced
720,enhanced
721,sunny
722,sunny
723,sunny
724,sunny
725,sunny
726,sunny
727,sunny
728,sunny
729,sunny
730,sunny
731,sunny
732,sunny
733,sunny
734,sunny
735,sunny
736,sunny
737,sunny
738,sunny
739,sunny
740,sunny
741,sunny
742,sunny
743,sunny
744,sunny
745,sunny
746,sunny
747,sunny
748,sunny
749,sunny
750,sunny
751,sunny
752,sunny
753,sunny
754,sunny
755,sunny
756,sunny
757,sunny
758,sunny
759,sunny
760,cloudy-high
761,cloudy-high
762,cloudy-high
763,cloudy-high
764,cloudy-high
765,cloudy-high
766,cloudy-high
767,cloudy-high
768,cloudy-high
769,cloudy-high
770,cloudy-high
771,cloudy-high
772,cloudy-high
773,cloudy-high
774,cloudy-high
775,cloudy-high
776,cloudy-high
777,cloudy-high
778,cloudy-high
779,cloudy-high
780,cloudy-high
781,cloudy-high
782,cloudy-high
783,cloudy-high
784,cloudy-high
785,cloudy-high
786,cloudy-high
787,cloudy-high
788,cloudy-high
789,cloudy-high
790,cloudy-high
791,cloudy-high
792,cloudy-high
793,cloudy-high
794,cloudy-high
795,cloudy-high
796,cloudy-high
797,cloudy-high
798,cloudy-high
799,cloudy-high
800,cloudy-high
801,cloudy-high
802,cloudy-high
803,enhanced
804,sunny
805,cloudy-high
806,cloudy-high
807,cloudy-high
808,cloudy-high
809,cloudy-high
810,cloudy-high
811,cloudy-high
812,cloudy-high
813,cloudy-high
814,cloudy-high
815,cloudy-high
816,cloudy-high
817,enhanced
818,enhanced
819,enhanced
820,enhanced
821,enhanced
822,enhanced
823,enhanced
824,enhanced
825,enhanced
826,sunny
827,cloudy-mid
828,enhanced
829,enhanced
830,cloudy-high
831,cloudy-high
832,enhanced
833,cloudy-high
834,cloudy-high
835,cloudy-high
836,cloudy-high
837,cloudy-high
838,cloudy-high
839,cloudy-high
840,cloudy-high
841,cloudy-high
842,cloudy-high
843,cloudy-high
844,cloudy-high
845,cloudy-high
846,cloudy-high
847,cloudy-high
848,cloudy-high
849,cloudy-high
850,cloudy-high
851,cloudy-high
852,cloudy-high
853,cloudy-high
854,cloudy-high
855,cloudy-high
856,cloudy-high
857,cloudy-high
858,cloudy-high
859,cloudy-high
860,cloudy-high
861,cloudy-high
862,cloudy-high
863,cloudy-high
864,cloudy-high
865,cloudy-high
866,cloudy-high
867,cloudy-high
868,cloudy-high
869,cloudy-high
870,cloudy-high
871,cloudy-high
872,cloudy-high
873,cloudy-high
874,cloudy-high
875,cloudy-high
876,cloudy-high
877,cloudy-high
878,cloudy-high
879,cloudy-high
880,cloudy-high
881,cloudy-high
882,cloudy-high
883,cloudy-high
884,cloudy-high
885,cloudy-high
886,cloudy-high
887,cloudy-high
888,cloudy-high
889,cloudy-high
890,cloudy-high
891,cloudy-high
892,cloudy-high
893,cloudy-high
894,cloudy-high
895,cloudy-high
896,cloudy-high
897,cloudy-high
898,cloudy-mid
899,cloudy-mid
900,cloudy-mid
901,cloudy-mid
902,cloudy-mid
903,cloudy-mid
904,cloudy-mid
905,cloudy-mid
906,cloudy-mid
907,cloudy-mid
908,cloudy-mid
909,cloudy-mid
910,cloudy-mid
911,cloudy-mid
912,cloudy-mid
913,cloudy-mid
914,cloudy-mid
915,cloudy-mid
916,cloudy-mid
917,cloudy-mid
918,cloudy-mid
919,cloudy-mid
920,cloudy-mid
921,cloudy-mid
922,cloudy-mid
923,cloudy-mid
924,cloudy-mid
925,cloudy-mid
926,cloudy-high
927,cloudy-mid
928,cloudy-mid
929,cloudy-mid
930,cloudy-mid
931,cloudy-mid
932,cloudy-mid
933,cloudy-mid
934,cloudy-mid
935,cloudy-mid
936,cloudy-mid
937,cloudy-mid
938,cloudy-mid
939,cloudy-mid
940,cloudy-mid
941,cloudy-mid
942,cloudy-mid
943,cloudy-mid
944,cloudy-mid
945,cloudy-mid
946,cloudy-mid
947,cloudy-mid
948,cloudy-mid
949,cloudy-mid
950,cloudy-mid
951,cloudy-mid
952,cloudy-mid
953,cloudy-mid
954,cloudy-mid
955,cloudy-mid
956,cloudy-mid
957,cloudy-mid
958,cloudy-mid
959,cloudy-mid
960,cloudy-mid
961,cloudy-mid
962,cloudy-mid
963,cloudy-mid
964,cloudy-mid
965,cloudy-mid
966,cloudy-mid
967,cloudy-mid
968,cloudy-mid
969,cloudy-mid
970,cloudy-mid
971,cloudy-mid
972,cloudy-mid
973,cloudy-mid
974,cloudy-mid
975,cloudy-mid
976,cloudy-mid
977,cloudy-mid
978,cloudy-mid
979,cloudy-mid
980,cloudy-mid
981,cloudy-mid
982,cloudy-mid
983,cloudy-mid
984,cloudy-mid
985,cloudy-mid
986,cloudy-mid
987,cloudy-mid
988,cloudy-mid
989,cloudy-mid
990,cloudy-mid
991,cloudy-mid
992,cloudy-mid
993,cloudy-mid
994,cloudy-mid
995,cloudy-mid
996,cloudy-mid
997,cloudy-mid
998,cloudy-mid
999,cloudy-mid
1000,cloudy-mid
1001,cloudy-mid
1002,cloudy-mid
1003,cloudy-mid
1004,cloudy-mid
1005,cloudy-mid
1006,cloudy-mid
1007,cloudy-mid
1008,cloudy-mid
1009,cloudy-mid
1010,cloudy-mid
1011,cloudy-mid
1012,cloudy-mid
1013,cloudy-mid
1014,cloudy-mid
1015,cloudy-mid
1016,cloudy-mid
1017,cloudy-mid
1018,cloudy-mid
1019,cloudy-mid
1020,cloudy-mid
1021,cloudy-mid
1022,cloudy-mid
1023,cloudy-mid
1024,cloudy-mid
1025,cloudy-mid
1026,cloudy-mid
1027,cloudy-mid
1028,cloudy-mid
1029,cloudy-mid
1030,cloudy-mid
1031,cloudy-mid
1032,cloudy-mid
1033,cloudy-mid
1034,cloudy-mid
1035,cloudy-mid
1036,cloudy-mid
1037,cloudy-mid
1038,cloudy-mid
1039,cloudy-mid
1040,cloudy-mid
1041,cloudy-mid
1042,cloudy-mid
1043,cloudy-mid
1044,cloudy-mid
1045,cloudy-mid
1046,cloudy-mid
1047,cloudy-mid
1048,cloudy-mid
1049,cloudy-mid
1050,cloudy-mid
1051,cloudy-mid
1052,cloudy-mid
1053,cloudy-mid
1054,cloudy-mid
1055,cloudy-mid
1056,cloudy-mid
1057,cloudy-mid
1058,cloudy-mid
1059,cloudy-mid
1060,cloudy-mid
1061,cloudy-mid
1062,cloudy-mid
1063,cloudy-mid
1064,cloudy-mid
1065,cloudy-mid
1066,cloudy-mid
1067,cloudy-mid
1068,cloudy-mid
1069,cloudy-mid
1070,cloudy-mid
1071,cloudy-mid
1072,cloudy-mid
1073,cloudy-mid
1074,cloudy-mid
1075,cloudy-mid
1076,cloudy-mid
1077,cloudy-mid
1078,cloudy-mid
1079,cloudy-mid
1080,cloudy-mid
1081,cloudy-mid
1082,cloudy-mid
1083,cloudy-mid
1084,cloudy-mid
1085,cloudy-mid
1086,cloudy-mid
1087,cloudy-mid
1088,cloudy-mid
1089,cloudy-mid
1090,cloudy-mid
1091,cloudy-mid
1092,cloudy-mid
1093,cloudy-mid
1094,cloudy-mid
1095,cloudy-mid
1096,cloudy-mid
1097,cloudy-mid
1098,cloudy-mid
1099,cloudy-mid
1100,cloudy-mid
1101,cloudy-mid
1102,cloudy-mid
1103,cloudy-mid
1104,cloudy-mid
1105,cloudy-mid
1106,cloudy-mid
1107,cloudy-mid
1108,cloudy-mid
1109,cloudy-mid
1110,cloudy-mid
1111,cloudy-mid
1112,cloudy-mid
1113,cloudy-mid
1114,cloudy-mid
1115,cloudy-mid
1116,cloudy-mid
1117,cloudy-mid
1118,cloudy-mid
1119,cloudy-mid
1120,cloudy-mid
1121,cloudy-mid
1122,cloudy-mid
1123,cloudy-mid
1124,cloudy-mid
1125,cloudy-mid
1126,cloudy-mid
1127,cloudy-mid
1128,cloudy-mid
1129,cloudy-mid
1130,cloudy-mid
1131,cloudy-mid
1132,cloudy-mid
1133,cloudy-mid
1134,cloudy-mid
1135,cloudy-mid
1136,cloudy-mid
1137,cloudy-mid
1138,cloudy-mid
1139,cloudy-mid
1140,cloudy-mid
1141,cloudy-mid
1142,cloudy-mid
1143,cloudy-mid
1144,cloudy-mid
1145,cloudy-mid
1146,cloudy-mid
1147,cloudy-mid
1148,cloudy-mid
1149,cloudy-mid
1150,cloudy-mid
1151,cloudy-mid
1152,cloudy-mid
1153,cloudy-high
1154,cloudy-high
1155,cloudy-high
1156,cloudy-high
1157,cloudy-high
1158,cloudy-high
1159,cloudy-high
1160,cloudy-high
1161,cloudy-high
1162,cloudy-high
1163,cloudy-high
1164,cloudy-high
1165,cloudy-high
1166,cloudy-high
1167,cloudy-high
1168,cloudy-high
1169,cloudy-high
1170,cloudy-high
1171,cloudy-high
1172,cloudy-high
1173,cloudy-high
1174,cloudy-high
1175,cloudy-high
1176,cloudy-high
1177,cloudy-high
1178,cloudy-high
1179,cloudy-high
1180,cloudy-high
1181,cloudy-high
1182,cloudy-high
1183,sunny
1184,sunny
1185,sunny
1186,sunny
1187,sunny
1188,sunny
1189,sunny
1190,sunny
1191,sunny
1192,sunny
1193,sunny
1194,sunny
1195,sunny
1196,enhanced
1197,enhanced
1198,enhanced
1199,enhanced
1200,enhanced
1201,enhanced
1202,enhanced
1203,enhanced
1204,enhanced
1205,enhanced
1206,enhanced
1207,enhanced
1208,enhanced
1209,enhanced
1210,enhanced
1211,enhanced
1212,enhanced
1213,enhanced
1214,enhanced
1215,enhanced
1216,enhanced
1217,enhanced
1218,enhanced
1219,enhanced
1220,enhanced
1221,enhanced
1222,enhanced
1223,enhanced
1224,enhanced
1225,enhanced
1226,enhanced
1227,enhanced
1228,enhanced
1229,enhanced
1230,enhanced
1231,enhanced
1232,enhanced
1233,enhanced
1234,enhanced
1235,enhanced
1236,enhanced
1237,enhanced
1238,enhanced
1239,enhanced
1240,enhanced
1241,enhanced
1242,enhanced
1243,enhanced
1244,enhanced
1245,enhanced
1246,enhanced
1247,enhanced
1248,enhanced
1249,enhanced
1250,enhanced
1251,enhanced
1252,enhanced
1253,enhanced
1254,enhanced
1255,enhanced
1256,enhanced
1257,enhanced
1258,enhanced
1259,enhanced
1260,enhanced
1261,enhanced
1262,enhanced
1263,enhanced
1264,enhanced
1265,enhanced
1266,enhanced
1267,enhanced
1268,enhanced
1269,enhanced
1270,enhanced
1271,enhanced
1272,enhanced
1273,enhanced
1274,enhanced
1275,enhanced
1276,enhanced
1277,enhanced
1278,enhanced
1279,enhanced
1280,enhanced
1281,enhanced
1282,enhanced
1283,enhanced
1284,enhanced
1285,enhanced
1286,enhanced
1287,enhanced
1288,enhanced
1289,enhanced
1290,enhanced
1291,enhanced
1292,enhanced
1293,enhanced
1294,enhanced
1295,enhanced
1296,enhanced
1297,enhanced
1298,enhanced
1299,enhanced
1300,enhanced
1301,enhanced
1302,enhanced
1303,enhanced
1304,enhanced
1305,enhanced
1306,enhanced
1307,sunny
1308,sunny
1309,sunny
1310,sunny
1311,sunny
1312,sunny
1313,sunny
1314,sunny
1315,enhanced
1316,enhanced
1317,enhanced
1318,enhanced
1319,enhanced
1320,enhanced
1321,enhanced
1322,enhanced
1323,sunny
1324,sunny
1325,sunny
1326,sunny
1327,sunny
1328,sunny
1329,sunny
1330,sunny
1331,sunny
1332,sunny
1333,sunny
1334,sunny
1335,sunny
1336,sunny
1337,sunny
1338,sunny
1339,sunny
1340,sunny
1341,sunny
1342,sunny
1343,sunny
1344,sunny
1345,sunny
1346,sunny
1347,sunny
1348,sunny
1349,sunny
1350,sunny
1351,sunny
1352,sunny
1353,sunny
1354,sunny
1355,sunny
1356,sunny
1357,sunny
1358,sunny
1359,sunny
1360,sunny
1361,sunny
1362,sunny
1363,cloudy-high
1364,cloudy-high
1365,cloudy-high
1366,cloudy-high
1367,cloudy-high
1368,cloudy-high
1369,cloudy-high
1370,cloudy-high
1371,cloudy-high
1372,cloudy-high
1373,cloudy-high
1374,cloudy-high
1375,sunny
1376,sunny
1377,sunny
1378,cloudy-high
1379,cloudy-high
1380,cloudy-high
1381,cloudy-high
1382,cloudy-high
1383,cloudy-high
1384,cloudy-high
1385,cloudy-high
1386,cloudy-high
1387,cloudy-high
1388,cloudy-high
1389,cloudy-high
1390,cloudy-high
1391,cloudy-high
1392,cloudy-high
1393,cloudy-high
1394,cloudy-high
1395,cloudy-high
1396,cloudy-high
1397,cloudy-high
1398,cloudy-high
1399,cloudy-high
1400,cloudy-high
1401,cloudy-high
1402,cloudy-high
1403,cloudy-high
1404,cloudy-high
1405,cloudy-high
1406,cloudy-high
1407,cloudy-high
1408,cloudy-high
1409,cloudy-high
1410,cloudy-high
1411,cloudy-high
1412,cloudy-high
1413,cloudy-high
1414,cloudy-high
1415,cloudy-high
1416,cloudy-high
1417,cloudy-high
1418,cloudy-high
1419,cloudy-high
1420,cloudy-high
1421,cloudy-high
1422,cloudy-high
1423,cloudy-high
1424,cloudy-high
1425,cloudy-high
1426,cloudy-high
1427,cloudy-high
1428,cloudy-high
1429,cloudy-high
1430,cloudy-high
1431,cloudy-high
1432,cloudy-high
1433,cloudy-high
1434,cloudy-high
1435,cloudy-high
1436,cloudy-high
1437,cloudy-high
1438,cloudy-high
1439,cloudy-high
1440,cloudy-high
1441,cloudy-high
1442,cloudy-high
1443,cloudy-high
1444,cloudy-high
1445,cloudy-high
1446,cloudy-high
1447,cloudy-high
1448,cloudy-high
1449,cloudy-high
1450,cloudy-high
1451,cloudy-high
1452,cloudy-high
1453,cloudy-high
1454,cloudy-high
1455,cloudy-high
1456,cloudy-high
1457,cloudy-high
1458,cloudy-high
1459,cloudy-high
1460,cloudy-high
1461,cloudy-high
1462,cloudy-high
1463,cloudy-high
1464,cloudy-high
1465,cloudy-high
1466,cloudy-high
1467,cloudy-high
1468,cloudy-high
1469,cloudy-high
1470,cloudy-high
1471,cloudy-high
1472,cloudy-high
1473,cloudy-high
1474,cloudy-high
1475,cloudy-high
1476,cloudy-high
1477,cloudy-high
1478,cloudy-high
1479,cloudy-high
1480,cloudy-high
1481,cloudy-high
1482,cloudy-high
1483,cloudy-high
1484,cloudy-high
1485,cloudy-high
1486,cloudy-high
1487,cloudy-high
1488,cloudy-high
1489,cloudy-high
1490,cloudy-high
1491,cloudy-high
1492,cloudy-high
1493,cloudy-high
1494,cloudy-high
1495,cloudy-high
1496,cloudy-high
1497,cloudy-high
1498,cloudy-high
1499,cloudy-high
1500,cloudy-high
1501,cloudy-high
1502,cloudy-high
1503,cloudy-high
1504,cloudy-high
1505,cloudy-high
1506,cloudy-mid
1507,cloudy-mid
1508,cloudy-high
1509,cloudy-high
1510,cloudy-high
1511,cloudy-mid
1512,cloudy-mid
1513,cloudy-mid
1514,cloudy-mid
1515,cloudy-mid
1516,cloudy-high
1517,cloudy-mid
1518,cloudy-high
1519,cloudy-high
1520,cloudy-high
1521,cloudy-high
1522,cloudy-high
1523,cloudy-mid
1524,cloudy-high
1525,cloudy-mid
1526,cloudy-mid
1527,cloudy-high
1528,cloudy-high
1529,cloudy-high
1530,cloudy-mid
1531,cloudy-mid
1532,cloudy-mid
1533,enhanced
1534,enhanced
1535,cloudy-mid
1536,cloudy-mid
1537,enhanced
1538,enhanced
1539,cloudy-high
1540,cloudy-mid
1541,cloudy-mid
1542,cloudy-mid
1543,cloudy-mid
1544,cloudy-mid
1545,cloudy-mid
1546,cloudy-mid
1547,cloudy-mid
1548,cloudy-mid
1549,cloudy-mid
1550,cloudy-mid
1551,cloudy-mid
1552,cloudy-mid
1553,cloudy-high
1554,cloudy-mid
1555,cloudy-mid
1556,cloudy-mid
1557,cloudy-mid
